legacy_id,title,requirement_v4,release,epics,screens,scope_status,api_status,test_status
C-10,緊急承認,到着済みを優先し入口担当も通常承認する。不在確認・時間待ちを要求しない。ハード上限変更と既決定再審査は管理権限。,R1 / 改訂,"EP05,EP08,EP09","UI-04,UI-05,UI-07,UI-08",RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
C-11,一括承認,同一イベント・同一紹介者の複数申請を一括承認/却下できる。,R1 / 継承,"EP05,EP08,EP09","UI-04,UI-05,UI-07,UI-08",RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
C-12,監査ログ,登録者、紹介者、判断主体、許可付与者／手動承認者、条件版、理由、端末、変更、入場結果を保存する。,R1 / 改訂,"EP05,EP08,EP09","UI-04,UI-05,UI-07,UI-08",RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
C-13,フリー分析,手動申請・承認省略・実入場・帰属売上・枠消費を分析する。通常料金との差を実損／原価とみなさず、費用根拠と分離する。,R1 / 改訂,"EP05,EP08,EP09","UI-04,UI-05,UI-07,UI-08",RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
C-14,LINE 代替/連携,入口への個別連絡を置換し、顧客とのLINEは残す。移行期の補助通知連携を保持できるが、正式な承認・受付はアプリに集約する。,R1→2 / 改訂,"EP05,EP08,EP09","UI-04,UI-05,UI-07,UI-08",RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
V-1,リアルタイム人数,在場数を営業／フロア／ゾーン別に表示する。退場記録が不完全な場合は推計と表示する。,R1 / 改訂,"EP10,EP11,EP18,EP27","UI-05,UI-10",RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
V-2,チェックイン連動,QR/手動チェックイン、退場、再入場と連動して人数を自動加減算する。,R1 / 継承,"EP10,EP11,EP18,EP27","UI-05,UI-10",RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
V-3,区分別カウント,VIP、有料一般、フリー、紹介者、スタッフ、関係者、チケット別に集計する。,R1 / 継承,"EP10,EP11,EP18,EP27","UI-05,UI-10",RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
V-4,キャパシティ警告,総人数またはゾーン人数が設定上限に近づくとアラートを出す。,R1 / 継承,"EP10,EP11,EP18,EP27","UI-05,UI-10",RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
V-5,時間帯分析,入場ピーク、退場ピーク、滞在時間、スタッフ配置判断に使うデータを保存する。,R1 / 継承,"EP10,EP11,EP18,EP27","UI-05,UI-10",RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
V-6,貸切カウント,貸切イベントの来店者数を自動集計する。,R3 / 継承,"EP10,EP11,EP18,EP27","UI-05,UI-10",RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
D-1,リアルタイムダッシュボード,来店者数、予約、チェックイン、売上、決済、フリー承認、満席状況を一画面表示する。,R1 / 継承,"EP17,EP18,EP24","UI-10,UI-13",RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
D-2,予約KPI,予約数、確定数、決済待ち、キャンセル、No-show、来店率を表示する。,R1 / 継承,"EP17,EP18,EP24","UI-10,UI-13",RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
D-3,売上KPI,利用売上、予約見込み、事前預り、充当、商品、入場、返金、手数料を区別して集計する。,R1 / 改訂,"EP17,EP18,EP24","UI-10,UI-13",RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
D-4,紹介者分析,紹介者別に登録・初回入場・帰属売上・クーポン・フリー枠・承認省略・報酬を可視化する。,R1 / 改訂,"EP17,EP18,EP24","UI-10,UI-13",RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
D-5,来店者分析,来店者数推移、時間帯別入場、VIP/一般/フリー比率、リピート率を分析する。,R1 / 継承,"EP17,EP18,EP24","UI-10,UI-13",RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
D-6,No-show 分析,No-show件数、見込み料金、実費、回収額、発生傾向を分離し、確定していない損失を断定しない。,R1 / 改訂,"EP17,EP18,EP24","UI-10,UI-13",RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
D-7,レポート出力,日次、週次、月次、イベント別、紹介者別、決済別のCSV/Excel/PDF レポートを出力する。,R1→2 / 継承,"EP17,EP18,EP24","UI-10,UI-13",RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
D-8,SaaS 利用分析,テナント別利用状況、予約件数、GMV、手数料、アクティブ店舗、解約兆候を管理する。,R2 / 継承,"EP17,EP18,EP24","UI-10,UI-13",RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
N-1,予約確定通知,予約確定時にゲストへメール/アプリ/LINE/SMS で通知する。,R1 / 継承,EP20,"UI-04,UI-08",RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
N-2,予約リマインド,来店日前日/当日/指定時間前にリマインドを送信しNo-show を減らす。,R1 / 継承,EP20,"UI-04,UI-08",RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
N-3,変更/キャンセル通知,予約変更、キャンセル、返金、決済失敗をゲストとスタッフへ通知する。,R1 / 継承,EP20,"UI-04,UI-08",RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
N-4,新規予約通知,新規予約・VIP 予約・高額予約・満席・決済完了をスタッフへ通知する。,R1 / 継承,EP20,"UI-04,UI-08",RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
N-5,VIP 来店通知,VIP 来店予定、到着、チェックイン、注意事項を担当スタッフへ通知する。,R1 / 継承,EP20,"UI-04,UI-08",RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
N-6,フリー承認通知,手動申請は指定承認者へ通知し入口キューへ即時反映。入口も通常判断可能。承認省略は確定根拠を表示し申請通知を出さない。,R1 / 改訂,EP20,"UI-04,UI-08",RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
N-7,通知テンプレート,言語、イベント、店舗、予約タイプ別に通知文言を管理する。,R1 / 継承,EP20,"UI-04,UI-08",RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
N-8,送信ログ/再送,送信・失敗・再送・クリック等の記録を持つ。対応チャネルで取得不能な既読・到達を推定で成功扱いしない。,R1 / 改訂,EP20,"UI-04,UI-08",RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
SEC-1,操作ログ,誰がいつ何をしたか、予約・承認・決済・設定・フロア・権限変更を記録する。,R1 / 継承,"EP21,EP22",UI-11,RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
SEC-2,監査画面,ログをユーザー、日時、対象、操作種別、イベント、IP/端末で検索できる。,R1 / 継承,"EP21,EP22",UI-11,RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
SEC-3,個人情報保護,氏名、電話、メール、SNS、決済情報、VIP メモを必要最小限で保存し権限制御する。,R1 / 継承,"EP21,EP22",UI-11,RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
SEC-4,バックアップ,R1からゲスト・予約・入場・金銭・設定・ログのバックアップを用意し、実測したRPOを管理する。,R1 / 改訂,"EP21,EP22",UI-11,RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
SEC-5,復元,R1から復元試験を行う。R2ではテナント単位の復元手順を高度化し、復元後に外部決済と照合する。,R1→2 / 改訂,"EP21,EP22",UI-11,RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
SEC-6,CSV 取込/出力,既存Excel、Google フォーム、他予約ツールから移行し、予約/ゲスト/売上を出力する。,R1→2 / 継承,"EP21,EP22",UI-11,RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
SEC-7,データ保持,契約、地域、法務に応じたデータ保持期間、削除、匿名化を設定する。,R1 / 継承,"EP21,EP22",UI-11,RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
SEC-8,監視/アラート,決済失敗率、ログイン失敗、通知失敗、QR 異常、遅延、障害を監視する。,R1 / 継承,"EP21,EP22",UI-11,RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
L-1,多言語UI,日本語・英語の基本UIをR1で提供し、他言語を追加できる翻訳管理を持つ。,R1 / 改訂,"EP18,EP20,EP28",UI-01..13,RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
L-2,多通貨,多通貨のデータ構造を初期設計し、R2以降で対象通貨の表示・決済・返金・帳票を接続条件に応じ有効化する。通貨を無換算で合算しない。,R2→3 / 改訂,"EP18,EP20,EP28",UI-01..13,RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
L-3,タイムゾーン,店舗ごとにタイムゾーンを設定し、予約締切、通知、レポートに反映する。,R1 / 継承,"EP18,EP20,EP28",UI-01..13,RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
L-4,税設定,国/地域別の税率、税込/税抜表示、領収書表記を管理する。,R1→3 / 継承,"EP18,EP20,EP28",UI-01..13,RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
L-5,通知翻訳,予約フォーム、メール、LINE/SMS、エラー文言を言語別に管理する。,R1→2 / 継承,"EP18,EP20,EP28",UI-01..13,RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
POS-1,イベントチケット,チケット種別、価格、販売期間、枚数、QR、入場ステータスを管理する。,R3 / 継承,"EP16,EP26,EP27",UI-10,RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
POS-2,一般入場決済,一般ゲストがオンラインで入場料を事前決済し、QR でチェックインする。,R3 / 継承,"EP16,EP26,EP27",UI-10,RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
POS-3,ボトル/商品購入,VIP 予約時または単体でボトル、シャンパン、テーブルパッケージを事前購入できる。,R3 / 継承,"EP16,EP26,EP27",UI-10,RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
POS-4,POS 売上管理,店内売上、商品、注文、会計、在庫、スタッフ権限を管理する。,R3 / 継承,"EP16,EP26,EP27",UI-10,RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
POS-5,在庫連携,事前購入・店内注文・在庫引当・売切れ・補充を連動する。,R3 / 継承,"EP16,EP26,EP27",UI-10,RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
POS-6,会計/精算,日次締め、現金、カード、オンライン、返金、手数料を照合する。基本入場・VIPの締めはR1、POS全体はR3に拡張する。,R1→3 / 改訂,"EP16,EP26,EP27",UI-10,RETAINED,要コア契約と補助CRUDをepic単位で照合。全143機能のAPI完了を意味しない,NOT_RUN
