requirement_id,requirement,direct_operation_ids,mapping_status,implementation_status
V3-UX-01,主要操作は片手・低照度で使える配置とし、44 CSS px以上の操作領域を設計目標にする。文字・アイコン・状態名を併用し、文字拡大で操作を隠さない。,,CROSS_CUTTING_OR_DETAIL_REQUIRED,NOT_IMPLEMENTED
V3-UX-02,初期基本UIは日本語・英語。標準スマホ縦表示で主要動線に横スクロールを要しない。誤入力は項目直下で説明し、再入力を最小化する。,,CROSS_CUTTING_OR_DETAIL_REQUIRED,NOT_IMPLEMENTED
V3-UX-03,通知対象は指定承認者・当日の入口承認担当等の業務関係者。入口は一覧更新を基本とし、プッシュ既読は不要。紹介者へ他人の顧客、入口へ報酬額、ロック画面へ個人情報を無条件に公開しない。,,CROSS_CUTTING_OR_DETAIL_REQUIRED,NOT_IMPLEMENTED
V3-SEC-01,Tenant／Store／Event／Membershipの境界をAPI・DB・検索・通知・Realtime購読・ストレージ・帳票で検証する。IDを推測しても他者・他店へアクセスできない。,,CROSS_CUTTING_OR_DETAIL_REQUIRED,NOT_IMPLEMENTED
V3-SEC-02,管理者が権限を外した後は新しい要求を拒否し、接続・エクスポート権限も再評価する。クライアントのrole値・表示制御だけで認可しない。[W18],,CROSS_CUTTING_OR_DETAIL_REQUIRED,NOT_IMPLEMENTED
V3-SEC-03,ログイン・招待・QR照会・検索・決済開始に回数制限を設ける。セッション保護、CSRF対策、入力検証、XSS対策、秘密情報のサーバー管理を行う。[W17][W18],,CROSS_CUTTING_OR_DETAIL_REQUIRED,NOT_IMPLEMENTED
V3-SEC-04,QRは十分な推測耐性を持つ不透明なトークンとし、内部管理ID・個人情報・許可の全文を含めない。漏えい時の再発行・失効・有効期限を実装する。,,CROSS_CUTTING_OR_DETAIL_REQUIRED,NOT_IMPLEMENTED
V3-SEC-05,登録・代理・許可付与・判定・承認・取消・入場・決済・返金・帰属・締め・設定変更を監査対象とする。誰／いつ／対象版／理由／差分／端末を記録する。,,CROSS_CUTTING_OR_DETAIL_REQUIRED,NOT_IMPLEMENTED
V3-SEC-06,監査ログの通常ユーザーによる変更・削除を不可とし、保存先・管理権限を分離する。無期限保存ではなく保持方針・削除義務との調整を決める。,,CROSS_CUTTING_OR_DETAIL_REQUIRED,NOT_IMPLEMENTED
V3-SEC-07,収集データは必要最小限。個人スマホの連絡帳・位置情報・私的LINE履歴を取得しない。顧客メモは用途別権限、確認日、訂正手順を持つ。,,CROSS_CUTTING_OR_DETAIL_REQUIRED,NOT_IMPLEMENTED
V3-SEC-08,公開フォーム、プッシュ、メール、帳票の情報を最小化する。CSVは数式として評価される値を無害化し、ダウンロードURLは期限・権限付きにする。,,CROSS_CUTTING_OR_DETAIL_REQUIRED,NOT_IMPLEMENTED
V3-SEC-09,解約時のエクスポート・削除予約・匿名化を管理する。顧客情報と会計・監査の保持期間を分け、地域・契約に応じ専門家確認を行う。,,CROSS_CUTTING_OR_DETAIL_REQUIRED,NOT_IMPLEMENTED
V3-NFR-01,登録から条件判定・配信・端末受領・入場まで共通の追跡IDを持つ。同期遅延、未承認時間、API失敗、権限拒否、決済差額を監視する。,,CROSS_CUTTING_OR_DETAIL_REQUIRED,NOT_IMPLEMENTED
V3-NFR-02,障害通知は当番と店舗責任者へ送る。連絡先・夜間対応時間・一次応答目標・代替回線・復旧責任者を本番前に確定する。,,CROSS_CUTTING_OR_DETAIL_REQUIRED,NOT_IMPLEMENTED
V3-NFR-03,本番・試験・開発のデータと鍵を分離する。段階公開、DBの互換変更、復元可能なバックアップ、アプリのロールバックを検証する。,,CROSS_CUTTING_OR_DETAIL_REQUIRED,NOT_IMPLEMENTED
V4-DEV-01,db/model.jsonをテーブル・カラム・FKの機械可読定義とし、ER Mermaid、SQL参照DDL、データ辞書を同じ定義から出力する。R1詳細とR2〜R4概念拡張を混同しない。[T01],,CROSS_CUTTING_OR_DETAIL_REQUIRED,NOT_IMPLEMENTED
V4-DEV-02,APIはapi/openapi.yamlのOpenAPI 3.1.1で契約化する。未実装と仕様不備を区別し、型・必須・エラー・認可・再送・版番号を試験する。[T02],,CROSS_CUTTING_OR_DETAIL_REQUIRED,NOT_IMPLEMENTED
V4-DEV-03,同期はDB更新とOutbox保存を同一取引とし、業務営業ごとのストリーム番号をロック下で採番。単純なsequence／時刻の最大値をコミット順とみなさない。[T05][T14],getSnapshot;getChanges,DIRECT_CORE_CONTRACT,NOT_IMPLEMENTED
V4-DEV-04,競合処理では同じ営業ストリーム、来店、枠、申請等のロック順を固定し、トランザクションを短くする。外部決済をDBロック中に呼ばない。[T04],,CROSS_CUTTING_OR_DETAIL_REQUIRED,NOT_IMPLEMENTED
V4-DEV-05,複合FKでtenant_idとstore_idを検証する。RLSを有効化・強制するが、テーブル所有者／BYPASSRLS／運用者の例外を別に審査。DDLのRLS有効化だけでアクセス設計完了としない。[T03],,CROSS_CUTTING_OR_DETAIL_REQUIRED,NOT_IMPLEMENTED
V4-DEV-06,可変設定はJSON Schema検証と業務横断検証の両方を使う。FK、返金総額、枠、在場、配分合計など、複数行の条件を単純なCHECK制約だけで保証しない。[T04][T16],,CROSS_CUTTING_OR_DETAIL_REQUIRED,NOT_IMPLEMENTED
V4-DEV-07,本体の機能・全143継承ID・API・画面・テーブル・バックログ・試験IDを追跡する。構文検証と実機・負荷・決済試験を別の状態で報告する。,,CROSS_CUTTING_OR_DETAIL_REQUIRED,NOT_IMPLEMENTED
V3-DIFF-01,ゲスト追加／変更から受付までの共通追跡IDと業務測定イベントを標準機能にする。通知の既読率だけを業務改善指標にしない。,,CROSS_CUTTING_OR_DETAIL_REQUIRED,NOT_IMPLEMENTED
V3-DIFF-02,条件内訳・許可版・代理登録・部分入場・締め調整を同じ来店から追跡できるようにし、別Excelへの転記を必須にしない。,,CROSS_CUTTING_OR_DETAIL_REQUIRED,NOT_IMPLEMENTED
V3-DIFF-03,外販の基本機能に個人アカウント、条件判定・承認、入口同期、部分入場、基本集計を含める。価格・人数枠は有料検証後に決定する。,,CROSS_CUTTING_OR_DETAIL_REQUIRED,NOT_IMPLEMENTED
V3-DIFF-04,初期比較対象はQREW・Clubble・Vemos・GuestAccess。競合で同じ業務を同等以上に処理できる場合は、固有機能の主張をせず価格・導入支援・接続品質を再評価する。,,CROSS_CUTTING_OR_DETAIL_REQUIRED,NOT_IMPLEMENTED
