table,scope,column,type,nullable,primary_key,reference,default,check,description
quota_buckets,event,event_id,uuid,False,False,events,,,日付跨ぎを含む営業ID
quota_buckets,event,bucket_key,text,False,False,,,,安定した枠キー
quota_buckets,event,bucket_kind,text,False,False,,,"bucket_kind IN ('EVENT_HARD', 'ACTOR_BYPASS', 'CUSTOMER', 'MANUAL_DECIDER')",bucket_kind
quota_buckets,event,limit_mode,text,False,False,,,"limit_mode IN ('LIMITED', 'UNLIMITED')",limit_mode
quota_buckets,event,limit_count,integer,True,False,,,limit_count IS NULL OR limit_count >= 0,limit_count
quota_buckets,event,held_count,integer,False,False,,0,held_count >= 0,held_count
quota_buckets,event,consumed_count,integer,False,False,,0,consumed_count >= 0,consumed_count
quota_buckets,event,version,integer,False,False,,1,version > 0,version
quota_buckets,event,created_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,サーバー作成時刻
quota_buckets,event,updated_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,更新時刻。更新処理が明示設定
quota_allocations,event,id,uuid,False,True,,gen_random_uuid(),,内部識別子。表示名とは独立
quota_allocations,event,tenant_id,uuid,False,False,tenants,,,テナント境界
quota_allocations,event,store_id,uuid,False,False,stores,,,店舗境界
quota_allocations,event,event_id,uuid,False,False,events,,,日付跨ぎを含む営業ID
quota_allocations,event,bucket_id,uuid,False,False,quota_buckets,,,bucket_id
quota_allocations,event,segment_id,uuid,False,False,admission_segments,,,segment_id
quota_allocations,event,held_count,integer,False,False,,0,held_count >= 0,held_count
quota_allocations,event,consumed_count,integer,False,False,,0,consumed_count >= 0,consumed_count
quota_allocations,event,version,integer,False,False,,1,version > 0,楽観ロック用の更新版
quota_allocations,event,created_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,サーバー作成時刻
quota_allocations,event,updated_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,更新時刻。更新処理が明示設定
entry_passes,event,id,uuid,False,True,,gen_random_uuid(),,内部識別子。表示名とは独立
entry_passes,event,tenant_id,uuid,False,False,tenants,,,テナント境界
entry_passes,event,store_id,uuid,False,False,stores,,,店舗境界
entry_passes,event,event_id,uuid,False,False,events,,,日付跨ぎを含む営業ID
entry_passes,event,visit_id,uuid,False,False,visits,,,visit_id
entry_passes,event,member_id,uuid,True,False,visit_members,,,member_id
entry_passes,event,token_hash,text,False,False,,,,token_hash
entry_passes,event,pass_kind,text,False,False,,,"pass_kind IN ('GROUP_LOOKUP', 'INDIVIDUAL_REENTRY')",pass_kind
entry_passes,event,presence,text,False,False,,'NOT_ENTERED',"presence IN ('NOT_ENTERED', 'INSIDE', 'OUTSIDE')",presence
entry_passes,event,expires_at,timestamptz,False,False,,,,expires_at
entry_passes,event,revoked_at,timestamptz,True,False,,,,revoked_at
entry_passes,event,version,integer,False,False,,1,version > 0,楽観ロック用の更新版
entry_passes,event,created_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,サーバー作成時刻
entry_passes,event,updated_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,更新時刻。更新処理が明示設定
admission_events,event,id,uuid,False,True,,gen_random_uuid(),,内部識別子。表示名とは独立
admission_events,event,tenant_id,uuid,False,False,tenants,,,テナント境界
admission_events,event,store_id,uuid,False,False,stores,,,店舗境界
admission_events,event,event_id,uuid,False,False,events,,,日付跨ぎを含む営業ID
admission_events,event,visit_id,uuid,False,False,visits,,,visit_id
admission_events,event,segment_id,uuid,False,False,admission_segments,,,segment_id
admission_events,event,pass_id,uuid,True,False,entry_passes,,,pass_id
admission_events,event,operator_session_id,uuid,False,False,operator_sessions,,,operator_session_id
admission_events,event,actor_membership_id,uuid,False,False,memberships,,,actor_membership_id
admission_events,event,customer_check_id,uuid,True,False,customer_checks,,,customer_check_id
admission_events,event,kind,text,False,False,,,"kind IN ('FIRST_ENTRY', 'EXIT', 'REENTRY', 'CORRECTION')",kind
admission_events,event,quantity,integer,False,False,,,quantity > 0,quantity
admission_events,event,present_delta,integer,False,False,,,,present_delta
admission_events,event,first_entry_delta,integer,False,False,,,,first_entry_delta
admission_events,event,corrects_id,uuid,True,False,admission_events,,,corrects_id
admission_events,event,operation_id,uuid,False,False,,,,operation_id
admission_events,event,reason,text,True,False,,,,reason
admission_events,event,created_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,サーバー作成時刻
provisional_entries,event,id,uuid,False,True,,gen_random_uuid(),,内部識別子。表示名とは独立
provisional_entries,event,tenant_id,uuid,False,False,tenants,,,テナント境界
provisional_entries,event,store_id,uuid,False,False,stores,,,店舗境界
provisional_entries,event,event_id,uuid,False,False,events,,,日付跨ぎを含む営業ID
provisional_entries,event,device_id,uuid,False,False,devices,,,device_id
provisional_entries,event,actor_membership_id,uuid,False,False,memberships,,,actor_membership_id
provisional_entries,event,visit_id,uuid,True,False,visits,,,visit_id
provisional_entries,event,local_operation_id,uuid,False,False,,,,local_operation_id
provisional_entries,event,device_time,timestamptz,False,False,,,,device_time
provisional_entries,event,quantity,integer,False,False,,,quantity>0,quantity
provisional_entries,event,reception_name,text,False,False,,,,reception_name
provisional_entries,event,reason,text,False,False,,,,reason
provisional_entries,event,status,text,False,False,,'UNRECONCILED',"status IN ('UNRECONCILED', 'RECONCILED', 'DUPLICATE', 'REJECTED')",status
provisional_entries,event,reconciled_entry_id,uuid,True,False,admission_events,,,reconciled_entry_id
provisional_entries,event,version,integer,False,False,,1,version > 0,楽観ロック用の更新版
provisional_entries,event,created_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,サーバー作成時刻
provisional_entries,event,updated_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,更新時刻。更新処理が明示設定
floor_maps,store,id,uuid,False,True,,gen_random_uuid(),,内部識別子。表示名とは独立
floor_maps,store,tenant_id,uuid,False,False,tenants,,,テナント境界
floor_maps,store,store_id,uuid,False,False,stores,,,店舗境界
floor_maps,store,version,integer,False,False,,,version > 0,version
floor_maps,store,layout,jsonb,False,False,,,,layout
floor_maps,store,status,text,False,False,,'DRAFT',"status IN ('DRAFT', 'PUBLISHED', 'ARCHIVED')",status
floor_maps,store,created_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,サーバー作成時刻
floor_maps,store,updated_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,更新時刻。更新処理が明示設定
venue_tables,store,id,uuid,False,True,,gen_random_uuid(),,内部識別子。表示名とは独立
venue_tables,store,tenant_id,uuid,False,False,tenants,,,テナント境界
venue_tables,store,store_id,uuid,False,False,stores,,,店舗境界
venue_tables,store,table_code,text,False,False,,,,table_code
venue_tables,store,zone,text,False,False,,,,zone
venue_tables,store,capacity_min,integer,False,False,,,capacity_min>0,capacity_min
venue_tables,store,capacity_max,integer,False,False,,,,capacity_max
venue_tables,store,status,text,False,False,,'ACTIVE',"status IN ('ACTIVE', 'BLOCKED', 'RETIRED')",status
venue_tables,store,version,integer,False,False,,1,version > 0,楽観ロック用の更新版
venue_tables,store,created_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,サーバー作成時刻
venue_tables,store,updated_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,更新時刻。更新処理が明示設定
bookings,event,id,uuid,False,True,,gen_random_uuid(),,内部識別子。表示名とは独立
bookings,event,tenant_id,uuid,False,False,tenants,,,テナント境界
bookings,event,store_id,uuid,False,False,stores,,,店舗境界
bookings,event,event_id,uuid,False,False,events,,,日付跨ぎを含む営業ID
bookings,event,visit_id,uuid,False,False,visits,,,visit_id
bookings,event,customer_id,uuid,True,False,customers,,,customer_id
bookings,event,party_count,integer,False,False,,,party_count>0,party_count
bookings,event,starts_at,timestamptz,False,False,,,,starts_at
bookings,event,ends_at,timestamptz,False,False,,,,ends_at
bookings,event,hold_expires_at,timestamptz,True,False,,,,hold_expires_at
bookings,event,status,text,False,False,,'HOLD',"status IN ('HOLD', 'PAYMENT_PENDING', 'APPROVAL_PENDING', 'CONFIRMED', 'CANCELED', 'NO_SHOW', 'PAYMENT_EXCEPTION')",status
bookings,event,admission_pricing,text,False,False,,,"admission_pricing IN ('INCLUDED', 'SEPARATE')",admission_pricing
bookings,event,minimum_minor,bigint,False,False,,,minimum_minor>=0,minimum_minor
bookings,event,deposit_minor,bigint,False,False,,,deposit_minor>=0,deposit_minor
bookings,event,currency,char(3),False,False,,,,currency
bookings,event,policy_snapshot,jsonb,False,False,,,,policy_snapshot
bookings,event,version,integer,False,False,,1,version>0,version
bookings,event,created_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,サーバー作成時刻
bookings,event,updated_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,更新時刻。更新処理が明示設定
booking_decisions,event,id,uuid,False,True,,gen_random_uuid(),,内部識別子。表示名とは独立
booking_decisions,event,tenant_id,uuid,False,False,tenants,,,テナント境界
booking_decisions,event,store_id,uuid,False,False,stores,,,店舗境界
booking_decisions,event,event_id,uuid,False,False,events,,,日付跨ぎを含む営業ID
booking_decisions,event,booking_id,uuid,False,False,bookings,,,booking_id
booking_decisions,event,booking_version,integer,False,False,,,booking_version>0,booking_version
booking_decisions,event,actor_membership_id,uuid,False,False,memberships,,,actor_membership_id
booking_decisions,event,decision,text,False,False,,,"decision IN ('APPROVED', 'REJECTED')",decision
booking_decisions,event,reason,text,True,False,,,,reason
booking_decisions,event,created_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,サーバー作成時刻
table_allocations,event,id,uuid,False,True,,gen_random_uuid(),,内部識別子。表示名とは独立
table_allocations,event,tenant_id,uuid,False,False,tenants,,,テナント境界
table_allocations,event,store_id,uuid,False,False,stores,,,店舗境界
table_allocations,event,event_id,uuid,False,False,events,,,日付跨ぎを含む営業ID
table_allocations,event,booking_id,uuid,False,False,bookings,,,booking_id
table_allocations,event,table_id,uuid,False,False,venue_tables,,,table_id
table_allocations,event,occupied_during,tstzrange,False,False,,,,occupied_during
table_allocations,event,status,text,False,False,,'HELD',"status IN ('HELD', 'CONFIRMED', 'RELEASED')",status
table_allocations,event,expires_at,timestamptz,True,False,,,,expires_at
table_allocations,event,version,integer,False,False,,1,version > 0,楽観ロック用の更新版
table_allocations,event,created_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,サーバー作成時刻
table_allocations,event,updated_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,更新時刻。更新処理が明示設定
sales_orders,event,id,uuid,False,True,,gen_random_uuid(),,内部識別子。表示名とは独立
sales_orders,event,tenant_id,uuid,False,False,tenants,,,テナント境界
sales_orders,event,store_id,uuid,False,False,stores,,,店舗境界
sales_orders,event,event_id,uuid,False,False,events,,,日付跨ぎを含む営業ID
sales_orders,event,kind,text,False,False,,,"kind IN ('ADMISSION', 'VIP', 'IN_VENUE')",kind
sales_orders,event,visit_id,uuid,False,False,visits,,,visit_id
sales_orders,event,booking_id,uuid,True,False,bookings,,,booking_id
sales_orders,event,currency,char(3),False,False,,,,currency
sales_orders,event,status,text,False,False,,'DRAFT',"status IN ('DRAFT', 'FINALIZED', 'ADJUSTED', 'VOID')",status
sales_orders,event,external_system,text,True,False,,,,external_system
sales_orders,event,external_order_id,text,True,False,,,,external_order_id
sales_orders,event,version,integer,False,False,,1,version>0,version
sales_orders,event,created_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,サーバー作成時刻
sales_orders,event,updated_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,更新時刻。更新処理が明示設定
sales_lines,event,id,uuid,False,True,,gen_random_uuid(),,内部識別子。表示名とは独立
sales_lines,event,tenant_id,uuid,False,False,tenants,,,テナント境界
sales_lines,event,store_id,uuid,False,False,stores,,,店舗境界
sales_lines,event,event_id,uuid,False,False,events,,,日付跨ぎを含む営業ID
sales_lines,event,order_id,uuid,False,False,sales_orders,,,order_id
sales_lines,event,segment_id,uuid,True,False,admission_segments,,,segment_id
sales_lines,event,category,text,False,False,,,"category IN ('ADMISSION', 'VIP', 'IN_VENUE', 'CANCELLATION', 'REENTRY')",category
sales_lines,event,line_kind,text,False,False,,,"line_kind IN ('SALE', 'CREDIT')",line_kind
sales_lines,event,description,text,False,False,,,,description
sales_lines,event,quantity,integer,False,False,,,quantity>0,quantity
sales_lines,event,gross_minor,bigint,False,False,,,,gross_minor
sales_lines,event,tax_minor,bigint,False,False,,,,tax_minor
sales_lines,event,currency,char(3),False,False,,,,currency
sales_lines,event,adjusts_line_id,uuid,True,False,sales_lines,,,adjusts_line_id
sales_lines,event,source_key,text,False,False,,,,入場操作や外部明細IDの重複防止キー
sales_lines,event,created_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,サーバー作成時刻
payments,event,id,uuid,False,True,,gen_random_uuid(),,内部識別子。表示名とは独立
payments,event,tenant_id,uuid,False,False,tenants,,,テナント境界
payments,event,store_id,uuid,False,False,stores,,,店舗境界
payments,event,event_id,uuid,False,False,events,,,日付跨ぎを含む営業ID
payments,event,recorded_by,uuid,True,False,memberships,,,recorded_by
payments,event,operator_session_id,uuid,True,False,operator_sessions,,,operator_session_id
payments,event,order_id,uuid,False,False,sales_orders,,,order_id
payments,event,method,text,False,False,,,"method IN ('CASH', 'EXTERNAL_TERMINAL', 'PSP')",method
payments,event,purpose,text,False,False,,,"purpose IN ('DEPOSIT', 'FINAL', 'ADMISSION')",purpose
payments,event,amount_minor,bigint,False,False,,,amount_minor>0,amount_minor
payments,event,currency,char(3),False,False,,,,currency
payments,event,status,text,False,False,,'CREATED',"status IN ('CREATED', 'PROCESSING', 'SUCCEEDED', 'FAILED', 'PARTIAL_REFUND', 'REFUNDED', 'DISPUTED')",status
payments,event,provider,text,True,False,,,,provider
payments,event,provider_account,text,True,False,,,,provider_account
payments,event,provider_reference,text,True,False,,,,provider_reference
payments,event,operation_id,uuid,False,False,,,,operation_id
payments,event,version,integer,False,False,,1,version > 0,楽観ロック用の更新版
payments,event,created_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,サーバー作成時刻
payments,event,updated_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,更新時刻。更新処理が明示設定
payment_allocations,event,id,uuid,False,True,,gen_random_uuid(),,内部識別子。表示名とは独立
payment_allocations,event,tenant_id,uuid,False,False,tenants,,,テナント境界
payment_allocations,event,store_id,uuid,False,False,stores,,,店舗境界
payment_allocations,event,event_id,uuid,False,False,events,,,日付跨ぎを含む営業ID
payment_allocations,event,sales_line_id,uuid,True,False,sales_lines,,,sales_line_id
payment_allocations,event,payment_id,uuid,False,False,payments,,,payment_id
payment_allocations,event,order_id,uuid,False,False,sales_orders,,,order_id
payment_allocations,event,amount_minor,bigint,False,False,,,amount_minor<>0,amount_minor
payment_allocations,event,currency,char(3),False,False,,,,currency
payment_allocations,event,reverses_id,uuid,True,False,payment_allocations,,,reverses_id
payment_allocations,event,operation_id,uuid,False,False,,,,operation_id
payment_allocations,event,created_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,サーバー作成時刻
refunds,event,id,uuid,False,True,,gen_random_uuid(),,内部識別子。表示名とは独立
refunds,event,tenant_id,uuid,False,False,tenants,,,テナント境界
refunds,event,store_id,uuid,False,False,stores,,,店舗境界
refunds,event,event_id,uuid,False,False,events,,,日付跨ぎを含む営業ID
refunds,event,payment_id,uuid,False,False,payments,,,payment_id
refunds,event,amount_minor,bigint,False,False,,,amount_minor>0,amount_minor
refunds,event,currency,char(3),False,False,,,,currency
refunds,event,status,text,False,False,,'REQUESTED',"status IN ('REQUESTED', 'PROCESSING', 'SUCCEEDED', 'FAILED')",status
refunds,event,reason,text,False,False,,,,reason
refunds,event,requested_by,uuid,False,False,memberships,,,requested_by
refunds,event,provider_reference,text,True,False,,,,provider_reference
refunds,event,operation_id,uuid,False,False,,,,operation_id
refunds,event,version,integer,False,False,,1,version > 0,楽観ロック用の更新版
refunds,event,created_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,サーバー作成時刻
refunds,event,updated_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,更新時刻。更新処理が明示設定
payment_disputes,event,id,uuid,False,True,,gen_random_uuid(),,内部識別子。表示名とは独立
payment_disputes,event,tenant_id,uuid,False,False,tenants,,,テナント境界
payment_disputes,event,store_id,uuid,False,False,stores,,,店舗境界
payment_disputes,event,event_id,uuid,False,False,events,,,日付跨ぎを含む営業ID
payment_disputes,event,payment_id,uuid,False,False,payments,,,payment_id
payment_disputes,event,provider_reference,text,False,False,,,,provider_reference
payment_disputes,event,amount_minor,bigint,False,False,,,amount_minor>0,amount_minor
payment_disputes,event,status,text,False,False,,,"status IN ('OPEN', 'WON', 'LOST', 'CLOSED')",status
payment_disputes,event,version,integer,False,False,,1,version > 0,楽観ロック用の更新版
payment_disputes,event,created_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,サーバー作成時刻
payment_disputes,event,updated_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,更新時刻。更新処理が明示設定
coupon_redemptions,event,id,uuid,False,True,,gen_random_uuid(),,内部識別子。表示名とは独立
coupon_redemptions,event,tenant_id,uuid,False,False,tenants,,,テナント境界
coupon_redemptions,event,store_id,uuid,False,False,stores,,,店舗境界
coupon_redemptions,event,event_id,uuid,False,False,events,,,日付跨ぎを含む営業ID
coupon_redemptions,event,coupon_id,uuid,False,False,coupons,,,coupon_id
coupon_redemptions,event,visit_id,uuid,False,False,visits,,,visit_id
coupon_redemptions,event,sales_line_id,uuid,True,False,sales_lines,,,sales_line_id
coupon_redemptions,event,status,text,False,False,,,"status IN ('HELD', 'CONSUMED', 'RELEASED')",status
coupon_redemptions,event,operation_id,uuid,False,False,,,,operation_id
coupon_redemptions,event,version,integer,False,False,,1,version > 0,楽観ロック用の更新版
coupon_redemptions,event,created_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,サーバー作成時刻
coupon_redemptions,event,updated_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,更新時刻。更新処理が明示設定
sales_attributions,event,id,uuid,False,True,,gen_random_uuid(),,内部識別子。表示名とは独立
sales_attributions,event,tenant_id,uuid,False,False,tenants,,,テナント境界
sales_attributions,event,store_id,uuid,False,False,stores,,,店舗境界
sales_attributions,event,event_id,uuid,False,False,events,,,日付跨ぎを含む営業ID
sales_attributions,event,sales_line_id,uuid,False,False,sales_lines,,,sales_line_id
sales_attributions,event,referrer_membership_id,uuid,False,False,memberships,,,referrer_membership_id
sales_attributions,event,basis_points,integer,False,False,,,basis_points BETWEEN 1 AND 10000,basis_points
sales_attributions,event,version,integer,False,False,,1,version>0,version
sales_attributions,event,created_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,サーバー作成時刻
sales_attributions,event,updated_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,更新時刻。更新処理が明示設定
reward_rules,store,id,uuid,False,True,,gen_random_uuid(),,内部識別子。表示名とは独立
reward_rules,store,tenant_id,uuid,False,False,tenants,,,テナント境界
reward_rules,store,store_id,uuid,False,False,stores,,,店舗境界
reward_rules,store,rule_key,uuid,False,False,,,,rule_key
reward_rules,store,version,integer,False,False,,,version>0,version
reward_rules,store,referrer_membership_id,uuid,True,False,memberships,,,referrer_membership_id
reward_rules,store,conditions,jsonb,False,False,,,,conditions
reward_rules,store,valid_from,timestamptz,False,False,,,,valid_from
reward_rules,store,valid_to,timestamptz,False,False,,,,valid_to
reward_rules,store,created_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,サーバー作成時刻
reward_rules,store,updated_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,更新時刻。更新処理が明示設定
settlements,event,id,uuid,False,True,,gen_random_uuid(),,内部識別子。表示名とは独立
settlements,event,tenant_id,uuid,False,False,tenants,,,テナント境界
settlements,event,store_id,uuid,False,False,stores,,,店舗境界
settlements,event,event_id,uuid,False,False,events,,,日付跨ぎを含む営業ID
settlements,event,version,integer,False,False,,,version>0,version
settlements,event,status,text,False,False,,'DRAFT',"status IN ('DRAFT', 'RECONCILING', 'FINALIZED')",status
settlements,event,finalized_by,uuid,True,False,memberships,,,finalized_by
settlements,event,finalized_at,timestamptz,True,False,,,,finalized_at
settlements,event,exception_note,text,True,False,,,,exception_note
settlements,event,created_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,サーバー作成時刻
settlements,event,updated_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,更新時刻。更新処理が明示設定
settlement_lines,event,id,uuid,False,True,,gen_random_uuid(),,内部識別子。表示名とは独立
settlement_lines,event,tenant_id,uuid,False,False,tenants,,,テナント境界
settlement_lines,event,store_id,uuid,False,False,stores,,,店舗境界
settlement_lines,event,event_id,uuid,False,False,events,,,日付跨ぎを含む営業ID
settlement_lines,event,settlement_id,uuid,False,False,settlements,,,settlement_id
settlement_lines,event,referrer_membership_id,uuid,False,False,memberships,,,referrer_membership_id
settlement_lines,event,reward_rule_id,uuid,False,False,reward_rules,,,reward_rule_id
settlement_lines,event,admission_event_id,uuid,True,False,admission_events,,,admission_event_id
settlement_lines,event,sales_line_id,uuid,True,False,sales_lines,,,sales_line_id
settlement_lines,event,amount_minor,bigint,False,False,,,,amount_minor
settlement_lines,event,currency,char(3),False,False,,,,currency
settlement_lines,event,calculation,jsonb,False,False,,,,基準数・単価／率・丸め・規則版
settlement_lines,event,source_key,text,False,False,,,,source_key
settlement_lines,event,created_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,サーバー作成時刻
reward_adjustments,event,id,uuid,False,True,,gen_random_uuid(),,内部識別子。表示名とは独立
reward_adjustments,event,tenant_id,uuid,False,False,tenants,,,テナント境界
reward_adjustments,event,store_id,uuid,False,False,stores,,,店舗境界
reward_adjustments,event,event_id,uuid,False,False,events,,,日付跨ぎを含む営業ID
reward_adjustments,event,settlement_line_id,uuid,False,False,settlement_lines,,,settlement_line_id
reward_adjustments,event,amount_minor,bigint,False,False,,,amount_minor<>0,amount_minor
reward_adjustments,event,reason,text,False,False,,,,reason
reward_adjustments,event,created_by,uuid,False,False,memberships,,,created_by
reward_adjustments,event,operation_id,uuid,False,False,,,,operation_id
reward_adjustments,event,created_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,サーバー作成時刻
reward_disputes,event,id,uuid,False,True,,gen_random_uuid(),,内部識別子。表示名とは独立
reward_disputes,event,tenant_id,uuid,False,False,tenants,,,テナント境界
reward_disputes,event,store_id,uuid,False,False,stores,,,店舗境界
reward_disputes,event,event_id,uuid,False,False,events,,,日付跨ぎを含む営業ID
reward_disputes,event,settlement_line_id,uuid,False,False,settlement_lines,,,settlement_line_id
reward_disputes,event,raised_by,uuid,False,False,memberships,,,raised_by
reward_disputes,event,reason,text,False,False,,,,reason
reward_disputes,event,status,text,False,False,,'OPEN',"status IN ('OPEN', 'RESOLVED', 'REJECTED')",status
reward_disputes,event,resolution,text,True,False,,,,resolution
reward_disputes,event,version,integer,False,False,,1,version > 0,楽観ロック用の更新版
reward_disputes,event,created_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,サーバー作成時刻
reward_disputes,event,updated_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,更新時刻。更新処理が明示設定
settlement_payments,event,id,uuid,False,True,,gen_random_uuid(),,内部識別子。表示名とは独立
settlement_payments,event,tenant_id,uuid,False,False,tenants,,,テナント境界
settlement_payments,event,store_id,uuid,False,False,stores,,,店舗境界
settlement_payments,event,event_id,uuid,False,False,events,,,日付跨ぎを含む営業ID
settlement_payments,event,settlement_id,uuid,False,False,settlements,,,settlement_id
settlement_payments,event,referrer_membership_id,uuid,False,False,memberships,,,referrer_membership_id
settlement_payments,event,amount_minor,bigint,False,False,,,amount_minor>0,amount_minor
settlement_payments,event,currency,char(3),False,False,,,,currency
settlement_payments,event,external_reference,text,False,False,,,,external_reference
settlement_payments,event,recorded_by,uuid,False,False,memberships,,,recorded_by
settlement_payments,event,paid_at,timestamptz,False,False,,,,paid_at
settlement_payments,event,created_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,サーバー作成時刻
cash_sessions,event,id,uuid,False,True,,gen_random_uuid(),,内部識別子。表示名とは独立
cash_sessions,event,tenant_id,uuid,False,False,tenants,,,テナント境界
cash_sessions,event,store_id,uuid,False,False,stores,,,店舗境界
cash_sessions,event,event_id,uuid,False,False,events,,,日付跨ぎを含む営業ID
cash_sessions,event,operator_session_id,uuid,False,False,operator_sessions,,,operator_session_id
cash_sessions,event,opening_minor,bigint,False,False,,,opening_minor>=0,opening_minor
cash_sessions,event,counted_minor,bigint,True,False,,,counted_minor IS NULL OR counted_minor>=0,counted_minor
cash_sessions,event,closed_at,timestamptz,True,False,,,,closed_at
cash_sessions,event,difference_note,text,True,False,,,,difference_note
cash_sessions,event,version,integer,False,False,,1,version > 0,楽観ロック用の更新版
cash_sessions,event,created_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,サーバー作成時刻
cash_sessions,event,updated_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,更新時刻。更新処理が明示設定
command_receipts,store,id,uuid,False,True,,gen_random_uuid(),,内部識別子。表示名とは独立
command_receipts,store,tenant_id,uuid,False,False,tenants,,,テナント境界
command_receipts,store,store_id,uuid,False,False,stores,,,店舗境界
command_receipts,store,actor_key,text,False,False,,,,認証由来の個人／公開セッション／workerのキー
command_receipts,store,operation_key,text,False,False,,,,operation_key
command_receipts,store,operation_name,text,False,False,,,,operation_name
command_receipts,store,request_hash,text,False,False,,,,request_hash
command_receipts,store,status,text,False,False,,,"status IN ('PROCESSING', 'SUCCEEDED', 'REJECTED')",status
command_receipts,store,http_status,integer,True,False,,,,http_status
command_receipts,store,response_body,jsonb,True,False,,,,response_body
command_receipts,store,expires_at,timestamptz,False,False,,,,expires_at
command_receipts,store,version,integer,False,False,,1,version > 0,楽観ロック用の更新版
command_receipts,store,created_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,サーバー作成時刻
command_receipts,store,updated_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,更新時刻。更新処理が明示設定
event_stream_heads,event,id,uuid,False,True,,gen_random_uuid(),,内部識別子。表示名とは独立
event_stream_heads,event,tenant_id,uuid,False,False,tenants,,,テナント境界
event_stream_heads,event,store_id,uuid,False,False,stores,,,店舗境界
event_stream_heads,event,event_id,uuid,False,False,events,,,日付跨ぎを含む営業ID
event_stream_heads,event,last_seq,bigint,False,False,,0,last_seq>=0,last_seq
event_stream_heads,event,version,integer,False,False,,1,version > 0,楽観ロック用の更新版
event_stream_heads,event,created_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,サーバー作成時刻
event_stream_heads,event,updated_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,更新時刻。更新処理が明示設定
outbox_events,event,id,uuid,False,True,,gen_random_uuid(),,内部識別子。表示名とは独立
outbox_events,event,tenant_id,uuid,False,False,tenants,,,テナント境界
outbox_events,event,store_id,uuid,False,False,stores,,,店舗境界
outbox_events,event,event_id,uuid,False,False,events,,,日付跨ぎを含む営業ID
outbox_events,event,stream_seq,bigint,False,False,,,stream_seq>0,stream_seq
outbox_events,event,event_type,text,False,False,,,,event_type
outbox_events,event,aggregate_type,text,False,False,,,,aggregate_type
outbox_events,event,aggregate_id,uuid,False,False,,,,aggregate_id
outbox_events,event,aggregate_version,integer,False,False,,,aggregate_version>0,aggregate_version
outbox_events,event,payload,jsonb,False,False,,,,内部最小イベント。公開は権限別に射影
outbox_events,event,trace_id,uuid,False,False,,,,trace_id
outbox_events,event,published_at,timestamptz,True,False,,,,published_at
outbox_events,event,attempts,integer,False,False,,0,attempts>=0,attempts
outbox_events,event,version,integer,False,False,,1,version > 0,楽観ロック用の更新版
outbox_events,event,created_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,サーバー作成時刻
outbox_events,event,updated_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,更新時刻。更新処理が明示設定
sync_acks,event,id,uuid,False,True,,gen_random_uuid(),,内部識別子。表示名とは独立
